1,163.474915
2,327.878195
3,484.033620
4,623.351641
5,785.996689
6,899.286814
7,1041.806041
8,1205.414188
9,1192.619778
10,1215.375450
11,1194.361928
12,1193.334031
13,1210.238924
14,1205.885636
15,1221.080443
16,1224.938948
