1,163.067386
2,321.072228
3,473.749897
4,622.485958
5,745.678512
6,884.441039
7,1033.411270
8,1183.419681
9,858.554824
10,960.166598
11,1076.951003
12,1094.366669
13,1028.200264
14,1176.931661
15,1152.206666
16,1211.224426
