1,166.585786
2,320.844168
3,476.028438
4,623.668629
5,759.421728
6,907.539566
7,1043.909500
8,1192.174032
9,898.653557
10,1005.142483
11,1096.515911
12,1147.771661
13,1118.012462
14,1172.340976
15,1167.582947
16,1211.731027
